id,first_name,last_name,middle_name,sex,dob,ssn,region
379,ALICE         ,DUMAS                    ,CATHRYN       ,2,19460330,403709930,D520
380,ALICE         ,SCHUMAN                  ,ADELLE        ,2,19630502,403366201,S550
381,ALICE         ,HAUN                     ,N             ,2,19850221,403056574,H500
382,ALICE         ,MCKINNEY                 ,PAYTON        ,2,19730622,403924163,M250
383,ALICE         ,PRIMMER                  ,SCHEMBRI      ,2,19491125,403713775,P656
384,ALICE         ,STROHL                   ,D             ,2,19741223,403334703,S364
385,ALICE         ,STEBBINS                 ,J             ,2,19651120,403787685,S315
386,ALICE         ,HARTSOCK                 ,O             ,2,19720825,404092265,H632
387,ALICE         ,DEVLIN                   ,P             ,2,19620219,404812495,D145
388,ALICE         ,BANKS                    ,D             ,2,19351101,404400638,B520
389,ALICE         ,WEST                     ,C             ,2,19841222,404985792,W230
390,ALICE         ,GANJI                    ,I             ,2,19880329,404100340,G520
391,ALICE         ,MOODY                    ,CHIQUITA      ,2,19831024,404069682,M300
392,ALICE         ,BROWN                    ,CLAFFEY       ,2,19730629,404437839,B650
393,ALICE         ,BURRIS                   ,KURRAT        ,2,19390212,404682077,B620
394,ALICE         ,KELLEY                   ,ELHOFF        ,2,19511221,404848152,K400
395,ALICE         ,SNOOK                    ,ROMERO        ,2,19740603,404809105,S520
396,ALICE         ,FISHER                   ,V             ,2,19370127,999999999,F260
397,ALICE         ,PALMER                   ,H             ,2,19550628,404394966,P456
398,ALICE         ,HECK                     ,VINSON        ,2,19340810,404831354,H200
399,ALICE         ,LOMAGO                   ,NIERNSEE      ,2,19570604,404771977,L520
400,ALICE         ,NEGRETE                  ,KECIA         ,2,19740607,404647213,N263
401,ALICE         ,WILEY                    ,GREG          ,2,19820116,999999999,W400
402,ALICE         ,TURNER                   ,KNUTH         ,2,19471215,405893164,T656
403,ALICE         ,GLASS                    ,SPRING        ,2,19470425,405691022,G420
404,ALICE         ,ALMON                    ,F             ,2,19750111,405276296,A455
405,ALICE         ,PETTY                    ,S             ,2,19790217,405023910,P300
406,ALICE         ,BONDURANT                ,MEISTER       ,2,19800604,405182609,B536
407,ALICE         ,JACKSON                  ,ELIANA        ,2,19590517,405419503,J250
408,ALICE         ,WHITE                    ,DESSIE        ,2,19630528,405852596,W300
409,ALICE         ,MURRAY                   ,EVANS         ,2,19300326,405643577,M600
410,ALICIA        ,GOREE                    ,H             ,2,19471015,999999999,G600
411,ALICIA        ,DEAN                     ,GIST          ,2,19430130,999999999,D500
412,ALICIA        ,DENTON                   ,CAROLINA      ,2,19451007,401264088,D535
413,ALICIA        ,OVERTON                  ,J             ,2,19350403,401559278,O163
414,ALICIA        ,GROTHAUS                 ,M             ,2,19880731,401364495,G632
415,ALICIA        ,ORTEGA                   ,BORIS         ,2,19700915,401471850,O632
416,ALICIA        ,PRESTON                  ,WOODBURY      ,2,19390409,401488645,P623
417,ALICIA        ,ROWE                     ,GIST          ,2,19590924,402224559,R000
418,ALICIA        ,GARRIS                   ,VIDAL         ,2,19390127,402506589,G620
419,ALICIA        ,HYLTON                   ,KESSEL        ,2,19449999,402702317,H435
420,ALICIA        ,AGUIRRE                  ,Y             ,2,19640120,402878474,A260
421,ALICIA        ,WILLIAMS                 ,PIXLER        ,2,19660414,403278669,W452
422,ALICIA        ,MASSEY                   ,U             ,2,19710224,403147284,M200
423,ALICIA        ,SHIMP                    ,LOYD          ,2,19870704,999999999,S510
424,ALICIA        ,VICOY                    ,T             ,2,19830423,403927942,V200
425,ALICIA        ,WHITE                    ,SARINA        ,2,19331008,403556707,W300
426,ALICIA        ,LIVINGSTON,,2,19631201,404717691,L152
427,ALICIA        ,WILLIAMS                 ,NATHANAEL     ,2,19559999,404155593,W452
428,ALICIA        ,MITCHELL                 ,B             ,2,19301219,404786825,M324
429,ALICIA        ,DIBBLE                   ,OCHS          ,2,19401114,404057535,D140
430,ALICIA        ,MEDINA                   ,U             ,2,19550702,404405704,M350
431,ALICIA        ,MODLIN                   ,G             ,2,19870913,405001359,M345
432,ALICIA        ,SEARLES                  ,LAYNE         ,2,19830924,405946806,S642
433,ALICIA        ,CLEMENT                  ,BEAULAH       ,2,19540216,405741960,C455
434,ALICIA        ,HENSLEY                  ,LANPHEAR      ,2,19770404,405879320,H524
435,ALICIA        ,DUNHAM                   ,SPURR         ,2,19500331,405055309,D550
436,ALICIA        ,NIEMEYER                 ,HARTY         ,2,19601028,405974453,N560
437,ALICIA        ,THOMPSON                 ,SYDNOR        ,2,19420116,405338188,T512
438,ALICIA        ,LIVINGST0N,,2,19631201,404717691,
439,ALICIA        ,SANTOS                   ,J             ,2,19530109,405828037,
440,ALINE         ,JIMENEZ                  ,BUFORD        ,2,19750625,402511015,J552
441,ALINE         ,FRANKLIN                 ,MARYANN       ,2,19781221,405789485,F652
442,ALISA         ,JOHNSON                  ,P             ,2,19821117,403949848,J525
443,ALISA         ,ACOSTA                   ,KARIN         ,2,19510421,404944431,A223
444,ALISHA        ,LU                       ,D             ,2,19450123,999999999,L000
445,ALISHA        ,BOYD                     ,FROELICH      ,2,19409999,402262740,B300
446,ALISHA        ,RUPERT                   ,I             ,2,19620314,403849833,R163
447,ALISHA        ,CARTER                   ,BLANCA        ,2,19351109,405127138,C636
448,ALISON        ,PALMER                   ,CELINE        ,2,19780428,401617664,P456
449,ALISON        ,RUSSELL                  ,SHAQUILLE     ,2,19701212,401395538,R240
450,ALISON        ,ALLEN                    ,ELSEY         ,2,99999999,401412212,A450
451,ALISON        ,RENFRO                   ,C             ,2,19730505,401383980,R516
452,ALISON        ,HODGES                   ,              ,2,19490421,401395794,H322
453,ALISON        ,ENGBERSON                ,B             ,2,19560806,999999999,E521
454,ALISON        ,WYLLIE                   ,QUEENIE       ,2,19610729,402122203,W400
455,ALISON        ,PARK                     ,STANDISH      ,2,19730116,403008308,P620
456,ALISON        ,RIVAS                    ,ALLAN         ,2,19670807,403615988,R120
457,ALISON        ,TIMBERLAKE               ,SWAIN         ,2,19820724,403439842,T516
458,ALISON        ,WOODS                    ,T             ,2,19781008,404122402,W320
459,ALISON        ,MARTIN                   ,T             ,2,19671013,404218138,M635
460,ALISSA        ,BLAKE                    ,P             ,2,19621207,402896707,B420
461,ALISSA        ,WOOLF                    ,RHEA          ,2,99999999,402322860,W410
462,ALIX          ,BLY                      ,H             ,2,19450624,405493663,B400
463,ALIZA         ,LAVOIE                   ,L             ,2,19490604,404732477,L100
464,ALLA          ,PALMER                   ,MOANE         ,2,19500911,405668894,P456
465,ALLAN         ,ROBERTSON                ,JACKIE        ,1,19369999,412679001,R163
466,ALLAN         ,GARRETT                  ,PALLARDY      ,1,19690619,999999999,G630
467,ALLEN         ,HALSEY                   ,CHRYSTAL      ,1,19621025,407002145,H420
468,ALLEN         ,GODARD                   ,DIMPLE        ,1,19691224,407682604,G363
469,ALLEN         ,GREEN                    ,M             ,1,19720726,407476778,G650
470,ALLEN         ,DOVER                    ,OUDERKIRK     ,1,19309999,408751572,D160
471,ALLEN         ,NORTON                   ,WADDELL       ,1,19450428,408627577,N635
472,ALLEN         ,CARRALES                 ,CHILCOAT      ,1,19670814,412506960,C642
473,ALLEN         ,SMITH                    ,P             ,1,19471211,999999999,S530
474,ALLEN         ,ROBINSON                 ,MCADOO        ,1,19370915,412624152,R152
475,ALLEN         ,WINDHAM                  ,J             ,1,19501105,412420731,W535
476,ALLEN         ,JONES                    ,CASSIDY       ,1,19400521,412427798,J520
477,ALLEN         ,HALL                     ,ROBINETTE     ,1,19670815,412592324,H400
478,ALLEN         ,WILLIAMS                 ,X             ,1,19560415,412851256,W452
479,ALLEN         ,SELVAGE                  ,L             ,1,19560127,412411253,S412
480,ALLEN         ,LITTLE                   ,F             ,1,19781217,412898763,L340
481,ALLEN         ,ADAMS                    ,D             ,1,19400804,407268581,
482,ALLENA        ,JAMES                    ,C             ,2,19570531,405955301,J520
483,ALLENE        ,BOGERT                   ,PRIMITIVO     ,2,19781202,404065076,B263
484,ALLIE         ,MCPHERSON                ,WOOLWORTH     ,2,19550721,401654371,M216
485,ALLIE         ,MCNEAR                   ,GERHARD       ,2,19300225,403537835,M256
486,ALLISON       ,GONZALEZ                 ,RACHEL        ,2,19850110,401756847,G524
487,ALLISON       ,SLADE                    ,WATKINS       ,2,19360920,401273493,S430
488,ALLISON       ,LOVELL                   ,E             ,2,19730429,402091484,L140
489,ALLISON       ,OCHOA                    ,KRUSE         ,2,19820603,402886708,O200
490,ALLISON       ,LIBBY                    ,LOCKE         ,2,19410919,402530851,L100
491,ALLISON       ,BRADY                    ,VENEGONI      ,2,19620416,402104580,B630
492,ALLISON       ,KELLEY                   ,EDDIE         ,2,19690409,404233494,K400
493,ALLISON       ,BENNETT                  ,VILMA         ,2,19660705,405806873,B530
494,ALLISON       ,BURDIN                   ,DENNETT       ,2,19340308,405806499,B635
495,ALLISON       ,KEYS                     ,LOSS          ,2,19530824,405642624,K200
496,ALLISON       ,HILLER                   ,SPENKUCH      ,2,19690127,405672920,H460
497,ALLISON       ,CANTOR                   ,KIMBERLEY     ,2,19851116,405301089,C536
498,ALLYSON       ,BROWN                    ,CLAYTON       ,2,19860208,999999999,B650
499,ALMA          ,YOUNG                    ,Y             ,2,19541004,401352912,Y520
500,ALMA          ,CONNORS                  ,U             ,2,19810505,401878450,C562
501,ALMA          ,LOGAN                    ,D             ,2,19571225,402383957,L250
502,ALMA          ,RAMOS                    ,ROLANDO       ,2,19579999,402751698,R520
503,ALMA          ,COOK                     ,ELMORE        ,2,19310729,999999999,C200
504,ALMA          ,WHITE                    ,MCCOMB        ,2,19740120,403687067,W300
505,ALMA          ,CASH                     ,J             ,2,19660226,403293248,C200
506,ALMA          ,GAMBLE                   ,LEFEVRE       ,2,19580812,403689933,G514
507,ALMA          ,THRASHER                 ,DEBRAH        ,2,19360926,403235044,T626
508,ALMA          ,WATTS                    ,SPIES         ,2,19830106,403298755,W320
509,ALMA          ,MCLAUGHLIN               ,U             ,2,19651004,403569498,M242
510,ALMA          ,HINDERLITER              ,AFTON         ,2,19750313,403581417,H536
511,ALMA          ,GERLACH                  ,BRINKMAN      ,2,19481111,403485859,G642
512,ALMA          ,TORRES                   ,C             ,2,19440101,404398590,T620
513,ALMA          ,SCULLY                   ,S             ,2,19721025,404250214,S400
514,ALMA          ,WADDELL                  ,S             ,2,19620221,404376979,W340
515,ALMA          ,MEADOWS                  ,J             ,2,19370316,405449187,M320
516,ALMA          ,BAPTISTA                 ,JACQUELINE    ,2,19649999,402912231,
517,ALMEDA,ALLSHOUSE                ,L,2,19421011,406481753,
518,ALMEDA        ,PALMER                   ,O             ,2,19660428,402034044,P456
519,ALONZO        ,REED                     ,KIM           ,1,19489999,408525353,R300
520,ALPHA         ,ARNOLD                   ,H             ,2,19840225,404726671,A654
521,ALPHONSE      ,DREW                     ,KLIPFEL       ,1,19341222,412354501,D600
522,ALTA          ,GEDNEY                   ,T             ,2,19811020,402664220,G350
523,ALTA          ,WRIGHT                   ,PETE          ,2,19890506,403159691,W623
524,ALTAGRACIA    ,KRAUSE                   ,HUSTON        ,2,19601218,999999999,K620
525,ALTHEA        ,BURNHAM                  ,Z             ,2,19570825,403004034,B655
526,ALTHEA        ,TRIPP                    ,D             ,2,19550806,403954355,T610
527,ALTHEA        ,KISNER                   ,JERLINE       ,2,19300824,404070188,K256
528,ALTON         ,TIEDEMANN                ,KROLL         ,1,19430218,412532770,T355
529,ALVA          ,HART                     ,KINGSTON      ,2,19350324,402515119,H630
530,ALVA          ,VEGA                     ,DOAK          ,2,19701221,405692195,V200
531,ALVARO        ,DAVIS                    ,ROLLAND       ,1,19810926,409278827,D120
532,ALVARO        ,FRYE                     ,M,1,19509999,408534439,
533,ALVIN         ,GARCIA                   ,RATH          ,1,19850516,407372999,G620
534,ALVIN         ,BOOKOUT                  ,JANESSA       ,1,19900613,408068507,B230
535,ALVIN         ,SENG                     ,GRETA         ,1,19590327,408056341,S520
536,ALVIN         ,DICKS                    ,BOBBIE        ,1,19690712,412685280,D200
537,ALVIN         ,FANNEY                   ,J             ,1,19890930,412158617,F500
538,ALVIN         ,POWERS                   ,JOHATHAN      ,1,19851204,412280430,P620
539,ALVIN         ,JANKOWSKI                ,KALYN         ,1,19730831,412404361,J522
540,ALVIN         ,VAUGHAN                  ,READY         ,1,19500427,412272032,V250
541,ALVIN         ,ANDERSON                 ,GEARY         ,1,19331007,412078425,A536
542,ALVINA        ,WARREN                   ,PICKLES       ,2,19500928,405503283,W650
543,ALYCE         ,METZLER                  ,SCOTT         ,2,19440203,403926869,M324
544,ALYCE         ,STEWART                  ,              ,2,19800125,999999999,S363
545,ALYSA         ,STINSON                  ,PRINCE        ,2,19440707,999999999,S352
546,ALYSSA        ,HOWELL                   ,X             ,2,19890506,999999999,H400
547,ALYSSA        ,HEATH                    ,ROEDER        ,2,19500917,402984774,H300
548,ALYSSA        ,BENITEZ                  ,MARVA         ,2,99999999,403142523,B532
549,ALYSSA        ,PRICE                    ,C             ,2,19550524,405702967,P620
550,AMADA         ,GARZA                    ,GARRETSON     ,2,19570128,401086452,G620
551,AMADA         ,CRITTENDEN               ,MARLYN        ,2,19650601,404477327,C635
552,AMALIA        ,BEARD                    ,W             ,2,19810409,404372550,B630
553,AMALIA        ,FERGUSON                 ,BROGDON       ,2,19361112,402026380,
